,Insoluble fiber,Soluble fiber,Protein,Carbs,Fat,Water,Ash,Exp. oil retention,Exp. Water retention final,Bulk density,Tapped density,Biscuit breaking point,Crème viscosity,L,a,b,C,h,Binding capacity (micromolar),D 4 3 - Volume weighted mean (particle size),Specific surface area,Crème max texture,Crème min texture,Cellulose,Hemicellulose,Maltodextrine,Pectin,Lignin,Fructans,bioaccessibility
207,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,33.06633804
208,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,29.96177479
209,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,29.95951087
210,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,34.93519264
211,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,37.23032562
212,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,33.65472723
213,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,23.8442511
214,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,30.09863073
215,1e-06,85.0,29.1,157.1,32.0,518.5,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,38.67031069
216,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,24.05997332
217,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,33.63409077
218,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,27.1653423
219,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,31.42151792
220,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,25.22360128
221,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,21.85038479
222,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,28.56108784
223,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,30.8760087
224,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,27.97361547
225,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,37.68709897
226,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,33.22809922
227,49.05,27.65,34.83,159.555,31.900000000000002,522.34,8.02,4.2,4.032933333,0.2097,0.303030303,3039.0,25000,60.38666667,18.35333333,37.00666667,41.30666667,63.62,460.0,262.432,0.0314,354.3333333,-151.5,16.0,10.0,1e-06,42.0,1e-06,1e-06,32.60789957
228,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,16.49752417
229,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,29.34339262
230,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,23.4251009
231,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,23.22313206
232,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,30.95332821
233,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,23.31597776
234,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,27.33327098
235,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,25.46491526
236,97.0,1e-06,29.2,156.7,32.1,521.5,4.4,6.3,8.2317,0.119266667,0.23255814,3027.5,20476,89.27,5.353333333,16.15666667,17.06666667,71.67,220.0,104.9256667,0.130333333,249.1666667,-134.5,73.0,4.0,1e-06,1e-06,1e-06,1e-06,28.04338579
